feedback_id,customer_id,timestamp,customer_name,customer_email,customer_location,feedback_type,sentiment_label,feedback_text,sentiment_score,rating,product_name,purchase_date,topics_detected,cleaned_feedback
F005528,C005528,3/16/24 17:45,Farhan Khan,farhan.khan@hotmail.com,Gwalior,Praise,Neutral,"धन्यवाद, समय पर delivery हो गया!",0.27,2,Apple iPhone 15,10/25/24,Pricing,   delivery  
F005529,C005529,12/31/24 17:45,Tanmay Bansal,tanmay.bansal@gmail.com,Surat,Praise,Negative,"Item damaged आया, refund भी नहीं मिला!",-0.16,5,Puma Running Shoes,1/23/25,"Pricing, Support, Product Quality",item damaged  refund   
F005530,C005530,4/20/24 17:45,Chirag Mehta,chirag.mehta@gmail.com,Pimpri-Chinchwad,Suggestion,Negative,"Item damaged आया, refund भी नहीं मिला!",0.67,2,Samsung Galaxy Tab S8,11/26/24,Delivery,item damaged  refund   
F005531,C005531,1/20/25 17:45,Sakshi Thakur,sakshi.thakur@hotmail.com,Jabalpur,Complaint,Positive,"बहुत खराब service, improve करो।",-0.18,2,Asus ROG Strix,11/7/24,"Support, Product Quality, Refund",  service improve 
F005532,C005532,10/26/24 17:45,Madhav Joshi,madhav.joshi@hotmail.com,Jaipur,Praise,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.41,3,Britannia Marie Gold,11/13/24,Support,     
F005533,C005533,3/24/24 17:45,Lakshmi Rao,lakshmi.rao@outlook.com,Jabalpur,Complaint,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",0.57,2,Levi's Jeans,12/8/24,Variety,     
F005534,C005534,8/9/24 17:45,Aditi Verma,aditi.verma@yahoo.in,Bangalore,Complaint,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",-0.28,4,Horlicks Classic Malt,12/18/24,Delivery,     best purchase
F005535,C005535,8/6/24 17:45,Vikas Choudhary,vikas.choudhary@yahoo.in,Delhi,Suggestion,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",0.11,4,Mi Power Bank,11/2/24,"Usability, Delivery", product      
F005536,C005536,1/27/25 17:45,Aarav Sharma,aarav.sharma@gmail.com,Patna,Suggestion,Negative,"Late delivery, customer support बेकार है।",-0.61,3,Maybelline Mascara,1/14/25,"Delivery, Pricing, Variety",late delivery customer support  
F005537,C005537,3/18/24 17:45,Harshita Iyer,harshita.iyer@yahoo.in,Bangalore,Complaint,Neutral,"धन्यवाद, समय पर delivery हो गया!",0.8,4,Bisleri 1L Water Bottle,9/21/24,Variety,   delivery  
F005538,C005538,7/20/24 17:45,Harshita Iyer,harshita.iyer@rediffmail.com,Chennai,Complaint,Negative,"Late delivery, customer support बेकार है।",-0.32,2,OnePlus 11,2/19/25,Usability,late delivery customer support  
F005539,C005539,12/13/24 17:45,Zoya Siddiqui,zoya.siddiqui@outlook.com,Coimbatore,Praise,Neutral,"ठीक है, पर इतना खास नहीं।",-0.91,1,Allen Solly Shirt,11/7/24,"Delivery, Refund",     
F005540,C005540,8/8/24 17:45,Aarav Sharma,aarav.sharma@gmail.com,Hyderabad,Praise,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",-0.77,4,Allen Solly Shirt,10/7/24,"Support, Refund, Product Quality", product      
F005541,C005541,2/25/25 17:45,Farhan Khan,farhan.khan@outlook.com,Indore,Praise,Positive,"मुझे बहुत पसंद आया, quality excellent है!",-0.38,4,Boat Airdopes 141,11/5/24,"Variety, Product Quality",    quality excellent 
F005542,C005542,2/23/25 17:45,Harshita Iyer,harshita.iyer@gmail.com,Bhopal,Complaint,Negative,"Late delivery, customer support बेकार है।",0.47,5,Britannia Marie Gold,11/26/24,"Delivery, Usability, Support",late delivery customer support  
F005543,C005543,10/3/24 17:45,Bhavesh Patel,bhavesh.patel@rediffmail.com,Jodhpur,Suggestion,Negative,"Late delivery, customer support बेकार है।",0.69,4,Raymond Suit,9/28/24,"Delivery, Usability, Refund",late delivery customer support  
F005544,C005544,8/11/24 17:45,Harshita Iyer,harshita.iyer@yahoo.in,Lucknow,Praise,Positive,"बहुत खराब service, improve करो।",-1.0,5,Nestle KitKat,10/6/24,Pricing,  service improve 
F005545,C005545,2/21/25 17:45,Bhavesh Patel,bhavesh.patel@hotmail.com,Jabalpur,Praise,Neutral,"धन्यवाद, समय पर delivery हो गया!",0.72,5,Raymond Suit,3/4/25,Product Quality,   delivery  
F005546,C005546,6/14/24 17:45,Ananya Reddy,ananya.reddy@outlook.com,Thane,Complaint,Negative,"Not worth the price, I am disappointed!",-0.1,3,Samsung Smart Watch,3/11/25,Product Quality,not worth the price i am disappointed
F005547,C005547,5/11/24 17:45,Ishaan Malhotra,ishaan.malhotra@rediffmail.com,Faridabad,Suggestion,Neutral,"ठीक है, पर इतना खास नहीं।",-0.97,3,Samsung Galaxy S23,11/30/24,Usability,     
F005548,C005548,3/24/24 17:45,Jhanvi Saxena,jhanvi.saxena@gmail.com,Thane,Complaint,Positive,"बहुत खराब service, improve करो।",-0.82,2,Asus ROG Strix,12/16/24,"Support, Pricing",  service improve 
F005549,C005549,2/21/25 17:45,Sakshi Thakur,sakshi.thakur@gmail.com,Nashik,Suggestion,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",0.91,4,Haldiram's Rasgulla,10/15/24,"Variety, Refund, Product Quality",     best purchase
F005550,C005550,12/22/24 17:45,Sakshi Thakur,sakshi.thakur@yahoo.in,Chandigarh,Praise,Neutral,"धन्यवाद, समय पर delivery हो गया!",0.91,3,Maggi Noodles,10/30/24,"Delivery, Variety, Pricing",   delivery  
F005551,C005551,4/25/24 17:45,Yashwant Dubey,yashwant.dubey@outlook.com,Ahmedabad,Praise,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.93,1,Tata Tea Gold,10/27/24,"Refund, Usability",    improvement   
F005552,C005552,2/2/25 17:45,Vikas Choudhary,vikas.choudhary@rediffmail.com,Gwalior,Praise,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.97,5,Dove Shampoo,2/3/25,"Product Quality, Variety, Refund",    improvement   
F005553,C005553,4/16/24 17:45,Pooja Agarwal,pooja.agarwal@outlook.com,Varanasi,Praise,Positive,"बहुत खराब service, improve करो।",-0.65,5,Dove Shampoo,3/14/25,Pricing,  service improve 
F005554,C005554,4/19/24 17:45,Yashwant Dubey,yashwant.dubey@hotmail.com,Visakhapatnam,Suggestion,Positive,"5-star service, super helpful!",-0.85,1,Redmi Smart TV,10/3/24,Variety,star service super helpful
F005555,C005555,9/22/24 17:45,Aarav Sharma,aarav.sharma@outlook.com,Nagpur,Complaint,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.29,3,Himalaya Face Wash,2/13/25,"Pricing, Usability",     
F005556,C005556,12/8/24 17:45,Pooja Agarwal,pooja.agarwal@yahoo.in,Rajkot,Complaint,Positive,"मुझे बहुत पसंद आया, quality excellent है!",-0.06,3,Bajaj Mixer Grinder,12/8/24,"Support, Usability",    quality excellent 
F005557,C005557,9/8/24 17:45,Devansh Gupta,devansh.gupta@outlook.com,Ludhiana,Praise,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.91,5,JBL Bluetooth Speaker,1/7/25,"Support, Pricing",    improvement   
F005558,C005558,5/16/24 17:45,Zoya Siddiqui,zoya.siddiqui@hotmail.com,Faridabad,Complaint,Negative,"Not bad, but not great either.",-0.43,1,Samsung Smart Watch,2/19/25,"Product Quality, Support",not bad but not great either
F005559,C005559,9/4/24 17:45,Aditi Verma,aditi.verma@yahoo.in,Nashik,Praise,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.97,4,Bajaj Mixer Grinder,10/12/24,"Delivery, Variety, Product Quality",     
F005560,C005560,7/15/24 17:45,Tanmay Bansal,tanmay.bansal@rediffmail.com,Jaipur,Complaint,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",-0.6,2,Himalaya Face Wash,3/3/25,"Variety, Support",quality    price   
F005561,C005561,8/9/24 17:45,Lakshmi Rao,lakshmi.rao@hotmail.com,Surat,Praise,Neutral,"धन्यवाद, समय पर delivery हो गया!",0.78,2,Horlicks Classic Malt,11/8/24,"Usability, Refund, Delivery",   delivery  
F005562,C005562,2/15/25 17:45,Pooja Agarwal,pooja.agarwal@yahoo.in,Navi Mumbai,Suggestion,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",-0.17,4,Xiaomi Redmi Note 12,2/5/25,"Support, Product Quality",quality    price   
F005563,C005563,3/25/24 17:45,Zoya Siddiqui,zoya.siddiqui@yahoo.in,Chennai,Praise,Negative,"Late delivery, customer support बेकार है।",0.5,2,Mi Power Bank,12/31/24,Support,late delivery customer support  
F005564,C005564,2/7/25 17:45,Esha Chatterjee,esha.chatterjee@hotmail.com,Pune,Suggestion,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.66,3,Dove Shampoo,1/23/25,"Product Quality, Pricing, Refund",    improvement   
F005565,C005565,1/10/25 17:45,Gaurav Yadav,gaurav.yadav@outlook.com,Patna,Complaint,Positive,"बहुत खराब service, improve करो।",-0.36,2,Raymond Suit,3/3/25,"Variety, Usability, Product Quality",  service improve 
F005566,C005566,4/24/24 17:45,Esha Chatterjee,esha.chatterjee@yahoo.in,Hyderabad,Complaint,Negative,"Late delivery, customer support बेकार है।",0.11,2,Maybelline Mascara,12/6/24,Usability,late delivery customer support  
F005567,C005567,7/1/24 17:45,Niharika Pandey,niharika.pandey@outlook.com,Dhanbad,Suggestion,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",-0.08,5,HP Pavilion x360 Laptop,11/7/24,Delivery,    improvement   
F005568,C005568,7/12/24 17:45,Urvashi Sharma,urvashi.sharma@gmail.com,Pimpri-Chinchwad,Complaint,Neutral,"ठीक है, पर इतना खास नहीं।",-0.66,2,Tata Salt,2/18/25,Delivery,     
F005569,C005569,8/16/24 17:45,Niharika Pandey,niharika.pandey@rediffmail.com,Howrah,Complaint,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",0.83,3,Sony Bravia OLED TV,11/13/24,"Delivery, Pricing",    improvement   
F005570,C005570,7/4/24 17:45,Yashwant Dubey,yashwant.dubey@hotmail.com,Mumbai,Suggestion,Positive,"बहुत खराब service, improve करो।",-0.85,1,Apple iPad Air,1/29/25,Variety,  service improve 
F005571,C005571,5/29/24 17:45,Kunal Deshmukh,kunal.deshmukh@rediffmail.com,Varanasi,Praise,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",0.89,1,Apple iPad Air,3/10/25,"Usability, Variety",quality    price   
F005572,C005572,11/27/24 17:45,Harshita Iyer,harshita.iyer@hotmail.com,Chennai,Suggestion,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",0.43,2,JBL Bluetooth Speaker,11/2/24,"Variety, Support, Usability",quality    price   
F005573,C005573,2/25/25 17:45,Ananya Reddy,ananya.reddy@outlook.com,Meerut,Praise,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",0.89,2,Parle-G Biscuits,10/1/24,"Usability, Variety, Product Quality",     
F005574,C005574,12/30/24 17:45,Urvashi Sharma,urvashi.sharma@hotmail.com,Jaipur,Suggestion,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",0.67,4,Tanishq Gold Ring,1/4/25,Usability,quality    price   
F005575,C005575,2/3/25 17:45,Kunal Deshmukh,kunal.deshmukh@gmail.com,Dhanbad,Complaint,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",0.41,1,Realme Buds Wireless,10/14/24,"Usability, Product Quality",     best purchase
F005576,C005576,5/15/24 17:45,Zoya Siddiqui,zoya.siddiqui@gmail.com,Mumbai,Suggestion,Positive,"मुझे बहुत पसंद आया, quality excellent है!",0.04,5,L'Oreal Paris Lipstick,1/25/25,"Delivery, Pricing",    quality excellent 
F005577,C005577,4/12/24 17:45,Akhil Nair,akhil.nair@rediffmail.com,Hyderabad,Praise,Positive,"मुझे बहुत पसंद आया, quality excellent है!",0.87,4,Haldiram's Rasgulla,10/25/24,"Support, Delivery",    quality excellent 
F005578,C005578,2/1/25 17:45,Aarav Sharma,aarav.sharma@rediffmail.com,Madurai,Praise,Positive,"बहुत खराब service, improve करो।",-0.94,3,Levi's Jeans,2/7/25,"Delivery, Pricing, Variety",  service improve 
F005579,C005579,11/3/24 17:45,Tanmay Bansal,tanmay.bansal@rediffmail.com,Chandigarh,Praise,Neutral,"ठीक है, पर इतना खास नहीं।",0.8,2,Tanishq Gold Ring,9/20/24,"Delivery, Product Quality, Pricing",     
F005580,C005580,12/1/24 17:45,Bhavesh Patel,bhavesh.patel@yahoo.in,Mumbai,Complaint,Positive,बहुत बढ़िया प्रोडक्ट! Highly recommended.,-0.2,1,Oppo Reno 8,2/7/25,Support,   highly recommended
F005581,C005581,8/1/24 17:45,Kunal Deshmukh,kunal.deshmukh@yahoo.in,Bangalore,Suggestion,Positive,बहुत बढ़िया प्रोडक्ट! Highly recommended.,-0.69,2,Bisleri 1L Water Bottle,1/7/25,"Variety, Refund, Delivery",   highly recommended
F005582,C005582,4/11/24 17:45,Aditi Verma,aditi.verma@outlook.com,Faridabad,Complaint,Negative,"Late delivery, customer support बेकार है।",-0.38,5,JBL Bluetooth Speaker,12/29/24,Pricing,late delivery customer support  
F005583,C005583,6/18/24 17:45,Urvashi Sharma,urvashi.sharma@hotmail.com,Vijayawada,Complaint,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",0.63,3,Xiaomi Redmi Note 12,12/31/24,Variety,quality    price   
F005584,C005584,7/19/24 17:45,Niharika Pandey,niharika.pandey@hotmail.com,Nashik,Suggestion,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",0.74,4,Bajaj Mixer Grinder,12/8/24,"Support, Pricing, Variety",quality    price   
F005585,C005585,4/1/24 17:45,Urvashi Sharma,urvashi.sharma@hotmail.com,Pune,Praise,Negative,"Late delivery, customer support बेकार है।",-0.95,1,Samsung Galaxy Tab S8,12/1/24,Variety,late delivery customer support  
F005586,C005586,7/2/24 17:45,Harshita Iyer,harshita.iyer@rediffmail.com,Bangalore,Complaint,Neutral,"धन्यवाद, समय पर delivery हो गया!",-0.54,5,Mi Power Bank,3/5/25,"Variety, Support, Refund",   delivery  
F005587,C005587,11/9/24 17:45,Esha Chatterjee,esha.chatterjee@yahoo.in,Vadodara,Complaint,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",0.1,3,Maggi Noodles,1/23/25,Variety, product      
F005588,C005588,9/7/24 17:45,Ananya Reddy,ananya.reddy@hotmail.com,Meerut,Praise,Negative,"Not bad, but not great either.",-0.01,2,Tata Tea Gold,12/23/24,"Support, Variety, Pricing",not bad but not great either
F005589,C005589,6/23/24 17:45,Rohit Sinha,rohit.sinha@gmail.com,Allahabad,Complaint,Negative,"Late delivery, customer support बेकार है।",0.23,2,Horlicks Classic Malt,10/5/24,"Product Quality, Usability",late delivery customer support  
F005590,C005590,4/10/24 17:45,Niharika Pandey,niharika.pandey@yahoo.in,Faridabad,Complaint,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",-0.28,5,Mi Power Bank,11/26/24,"Usability, Support, Product Quality", product      
F005591,C005591,5/31/24 17:45,Lakshmi Rao,lakshmi.rao@yahoo.in,Gwalior,Complaint,Positive,"मुझे बहुत पसंद आया, quality excellent है!",0.1,5,Levi's Jeans,2/4/25,Delivery,    quality excellent 
F005592,C005592,9/13/24 17:45,Zoya Siddiqui,zoya.siddiqui@hotmail.com,Kolkata,Suggestion,Negative,"Late delivery, customer support बेकार है।",0.97,3,Britannia Marie Gold,12/24/24,"Variety, Support",late delivery customer support  
F005593,C005593,11/19/24 17:45,Bhavesh Patel,bhavesh.patel@rediffmail.com,Ludhiana,Praise,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",-0.48,5,JBL Bluetooth Speaker,1/29/25,"Variety, Delivery, Product Quality",quality    price   
F005594,C005594,10/21/24 17:45,Akhil Nair,akhil.nair@outlook.com,Hyderabad,Complaint,Positive,"बहुत खराब service, improve करो।",0.7,1,Parle-G Biscuits,1/2/25,"Usability, Support",  service improve 
F005595,C005595,1/29/25 17:45,Akhil Nair,akhil.nair@yahoo.in,Madurai,Complaint,Neutral,"ठीक है, पर इतना खास नहीं।",-0.24,3,Asus ROG Strix,10/28/24,"Refund, Product Quality",     
F005596,C005596,8/17/24 17:45,Niharika Pandey,niharika.pandey@hotmail.com,Surat,Praise,Neutral,"ठीक है, पर इतना खास नहीं।",0.62,4,Paper Boat Aam Panna,12/15/24,"Refund, Product Quality",     
F005597,C005597,8/30/24 17:45,Ishaan Malhotra,ishaan.malhotra@gmail.com,Jabalpur,Complaint,Positive,"5-star service, super helpful!",0.46,2,Paper Boat Aam Panna,9/25/24,"Support, Refund, Product Quality",star service super helpful
F005598,C005598,9/9/24 17:45,Arjun Singh,arjun.singh@hotmail.com,Bangalore,Suggestion,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",-0.17,1,Brooke Bond Red Label,2/20/25,Delivery,    improvement   
F005599,C005599,1/23/25 17:45,Ananya Reddy,ananya.reddy@gmail.com,Bangalore,Praise,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.29,4,Tata Tea Gold,2/7/25,"Refund, Product Quality",     
F005600,C005600,8/28/24 17:45,Aditi Verma,aditi.verma@gmail.com,Amritsar,Praise,Positive,"बहुत खराब service, improve करो।",-0.37,1,Bajaj Mixer Grinder,12/2/24,"Support, Refund, Product Quality",  service improve 
F005601,C005601,9/24/24 17:45,Madhav Joshi,madhav.joshi@gmail.com,Madurai,Praise,Positive,"मुझे बहुत पसंद आया, quality excellent है!",0.42,2,JBL Bluetooth Speaker,12/27/24,Support,    quality excellent 
F005602,C005602,5/28/24 17:45,Kunal Deshmukh,kunal.deshmukh@rediffmail.com,Ghaziabad,Suggestion,Positive,"मुझे बहुत पसंद आया, quality excellent है!",-0.5,1,LG Refrigerator 260L,11/19/24,Pricing,    quality excellent 
F005603,C005603,2/3/25 17:45,Tanmay Bansal,tanmay.bansal@gmail.com,Mumbai,Complaint,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",-0.45,1,Bajaj Mixer Grinder,10/3/24,"Refund, Support",     best purchase
F005604,C005604,12/14/24 17:45,Chirag Mehta,chirag.mehta@outlook.com,Jaipur,Praise,Negative,"Not bad, but not great either.",0.41,3,Tata Tea Gold,12/11/24,"Product Quality, Pricing",not bad but not great either
F005605,C005605,5/13/24 17:45,Zoya Siddiqui,zoya.siddiqui@outlook.com,Thane,Complaint,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",0.43,5,Puma Running Shoes,10/29/24,Variety,     
F005606,C005606,7/12/24 17:45,Arjun Singh,arjun.singh@gmail.com,Nagpur,Complaint,Negative,"Not bad, but not great either.",0.39,1,Raymond Suit,12/31/24,"Usability, Delivery, Pricing",not bad but not great either
F005607,C005607,12/12/24 17:45,Bhavesh Patel,bhavesh.patel@rediffmail.com,Raipur,Praise,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",0.25,5,Samsung Smart Watch,3/14/25,"Refund, Product Quality, Variety",     best purchase
F005608,C005608,2/28/25 17:45,Niharika Pandey,niharika.pandey@hotmail.com,Meerut,Suggestion,Negative,"Late delivery, customer support बेकार है।",0.82,1,Apple iPad Air,2/19/25,"Pricing, Support",late delivery customer support  
F005609,C005609,7/21/24 17:45,Omkar Kulkarni,omkar.kulkarni@gmail.com,Bangalore,Praise,Positive,"अच्छा है, लेकिन थोड़े improvement की जरूरत है।",-0.1,5,Bajaj Mixer Grinder,2/13/25,"Variety, Pricing, Product Quality",    improvement   
F005610,C005610,7/24/24 17:45,Rohit Sinha,rohit.sinha@yahoo.in,Nashik,Suggestion,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",-0.7,4,Bournvita Health Drink,10/16/24,"Pricing, Usability",     best purchase
F005611,C005611,6/7/24 17:45,Esha Chatterjee,esha.chatterjee@outlook.com,Pune,Complaint,Neutral,"ठीक है, पर इतना खास नहीं।",0.42,5,Dove Shampoo,12/5/24,Pricing,     
F005612,C005612,7/22/24 17:45,Sakshi Thakur,sakshi.thakur@gmail.com,Thane,Suggestion,Neutral,"ठीक है, पर इतना खास नहीं।",-0.78,3,Nestle KitKat,12/3/24,Product Quality,     
F005613,C005613,8/30/24 17:45,Lakshmi Rao,lakshmi.rao@yahoo.in,Amritsar,Praise,Neutral,"बेकार product, एक हफ्ते में खराब हो गया!",-0.04,5,Bisleri 1L Water Bottle,3/7/25,"Product Quality, Delivery", product      
F005614,C005614,7/16/24 17:45,Harshita Iyer,harshita.iyer@rediffmail.com,Navi Mumbai,Complaint,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",0.14,3,L'Oreal Paris Lipstick,10/16/24,Variety,     
F005615,C005615,8/7/24 17:45,Kunal Deshmukh,kunal.deshmukh@gmail.com,Pune,Suggestion,Negative,"Not bad, but not great either.",-0.7,5,Xiaomi Redmi Note 12,1/17/25,"Product Quality, Delivery",not bad but not great either
F005616,C005616,5/20/24 17:45,Niharika Pandey,niharika.pandey@hotmail.com,Mumbai,Praise,Positive,"5-star service, super helpful!",-0.94,4,Himalaya Face Wash,1/27/25,Refund,star service super helpful
F005617,C005617,3/20/24 17:45,Harshita Iyer,harshita.iyer@hotmail.com,Rajkot,Suggestion,Negative,"Item damaged आया, refund भी नहीं मिला!",-0.68,3,Tanishq Gold Ring,9/27/24,"Variety, Support",item damaged  refund   
F005618,C005618,2/15/25 17:45,Vikas Choudhary,vikas.choudhary@yahoo.in,Nashik,Complaint,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.34,4,HP Pavilion x360 Laptop,2/7/25,"Support, Delivery",     
F005619,C005619,5/5/24 17:45,Ananya Reddy,ananya.reddy@rediffmail.com,Faridabad,Complaint,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",0.65,2,Sony Bravia OLED TV,3/15/25,Delivery,quality    price   
F005620,C005620,12/30/24 17:45,Lakshmi Rao,lakshmi.rao@rediffmail.com,Howrah,Praise,Neutral,"ठीक है, पर इतना खास नहीं।",0.62,5,Allen Solly Shirt,9/21/24,"Product Quality, Pricing, Usability",     
F005621,C005621,9/6/24 17:45,Sakshi Thakur,sakshi.thakur@yahoo.in,Bhopal,Praise,Positive,"मुझे बहुत पसंद आया, quality excellent है!",-0.97,5,Asus ROG Strix,10/10/24,"Delivery, Refund",    quality excellent 
F005622,C005622,1/13/25 17:45,Tanmay Bansal,tanmay.bansal@hotmail.com,Aurangabad,Praise,Positive,"5-star service, super helpful!",0.61,1,OnePlus 11,3/4/25,"Product Quality, Refund",star service super helpful
F005623,C005623,5/24/24 17:45,Aditi Verma,aditi.verma@rediffmail.com,Guwahati,Complaint,Negative,"Late delivery, customer support बेकार है।",0.35,3,Parle-G Biscuits,12/26/24,Pricing,late delivery customer support  
F005624,C005624,8/29/24 17:45,Kunal Deshmukh,kunal.deshmukh@gmail.com,Dhanbad,Praise,Negative,"Late delivery, customer support बेकार है।",0.51,5,Sony Bravia OLED TV,10/18/24,Pricing,late delivery customer support  
F005625,C005625,2/12/25 17:45,Niharika Pandey,niharika.pandey@rediffmail.com,Jabalpur,Complaint,Neutral,"ठीक है, पर इतना खास नहीं।",-0.88,5,Maggi Noodles,3/8/25,"Product Quality, Variety, Pricing",     
F005626,C005626,10/28/24 17:45,Rohit Sinha,rohit.sinha@outlook.com,Jaipur,Complaint,Neutral,"ठीक है, पर इतना खास नहीं।",0.54,3,Syska Hair Dryer,1/30/25,Variety,     
F005627,C005627,5/26/24 17:45,Harshita Iyer,harshita.iyer@yahoo.in,Jaipur,Suggestion,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.79,4,Samsung Smart Watch,12/4/24,Delivery,     
F005628,C005628,11/4/24 17:45,Ishaan Malhotra,ishaan.malhotra@yahoo.in,Bangalore,Suggestion,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",-0.55,5,Apple iPad Air,11/24/24,"Support, Usability",     
F005629,C005629,6/5/24 17:45,Lakshmi Rao,lakshmi.rao@hotmail.com,Kota,Praise,Positive,"मुझे बहुत पसंद आया, quality excellent है!",0.01,1,OnePlus 11,12/8/24,Support,    quality excellent 
F005630,C005630,12/27/24 17:45,Rohit Sinha,rohit.sinha@hotmail.com,Howrah,Complaint,Neutral,"मिश्रित अनुभव, कुछ अच्छा कुछ खराब।",0.73,3,Samsung Galaxy S23,2/26/25,Support,     
F005631,C005631,10/1/24 17:45,Esha Chatterjee,esha.chatterjee@gmail.com,Ahmedabad,Complaint,Negative,"Not worth the price, I am disappointed!",0.88,5,Mi Power Bank,12/5/24,Product Quality,not worth the price i am disappointed
F005632,C005632,9/28/24 17:45,Chirag Mehta,chirag.mehta@yahoo.in,Aurangabad,Praise,Positive,बहुत बढ़िया प्रोडक्ट! Highly recommended.,-0.15,5,Brooke Bond Red Label,3/6/25,"Refund, Support, Product Quality",   highly recommended
F005633,C005633,10/26/24 17:45,Akhil Nair,akhil.nair@hotmail.com,Navi Mumbai,Praise,Negative,"Item damaged आया, refund भी नहीं मिला!",-0.79,1,Philips LED Bulb,1/5/25,"Usability, Product Quality",item damaged  refund   
F005634,C005634,10/20/24 17:45,Ishaan Malhotra,ishaan.malhotra@gmail.com,Gwalior,Suggestion,Neutral,"Quality ठीक है, पर price थोड़ा ज्यादा है।",0.67,5,Fortune Sunflower Oil,10/29/24,Product Quality,quality    price   
F005635,C005635,6/12/24 17:45,Aarav Sharma,aarav.sharma@rediffmail.com,Indore,Complaint,Positive,"मुझे बहुत पसंद आया, quality excellent है!",0.29,1,Realme Buds Wireless,12/13/24,"Variety, Delivery, Usability",    quality excellent 
F005636,C005636,9/5/24 17:45,Ananya Reddy,ananya.reddy@yahoo.in,Chandigarh,Praise,Positive,बहुत बढ़िया प्रोडक्ट! Highly recommended.,-0.26,5,Haldiram's Rasgulla,11/4/24,"Pricing, Delivery",   highly recommended
F005637,C005637,3/14/25 17:45,Madhav Joshi,madhav.joshi@outlook.com,Raipur,Complaint,Negative,"Not worth the price, I am disappointed!",0.6,4,Samsung Smart Watch,10/14/24,"Support, Product Quality, Usability",not worth the price i am disappointed
F005638,C005638,8/16/24 17:45,Esha Chatterjee,esha.chatterjee@hotmail.com,Chandigarh,Complaint,Neutral,"धन्यवाद, समय पर delivery हो गया!",1.0,5,LG Refrigerator 260L,11/5/24,"Product Quality, Usability, Variety",   delivery  
F005639,C005639,2/11/25 17:45,Urvashi Sharma,urvashi.sharma@gmail.com,Patna,Praise,Negative,"Not worth the price, I am disappointed!",0.98,2,Tata Tea Gold,2/14/25,"Refund, Usability",not worth the price i am disappointed
F005640,C005640,11/22/24 17:45,Ishaan Malhotra,ishaan.malhotra@rediffmail.com,Coimbatore,Praise,Negative,"Late delivery, customer support बेकार है।",0.21,4,Levi's Jeans,1/4/25,"Pricing, Support",late delivery customer support  
F005641,C005641,11/16/24 17:45,Arjun Singh,arjun.singh@rediffmail.com,Pune,Complaint,Positive,"मुझे बहुत पसंद आया, quality excellent है!",-0.53,1,Samsung Smart Watch,1/2/25,"Delivery, Variety, Pricing",    quality excellent 
F005642,C005642,2/6/25 17:45,Bhavesh Patel,bhavesh.patel@rediffmail.com,Vadodara,Complaint,Positive,"उम्मीद से भी अच्छा निकला, best purchase!",-0.38,1,Apple iPad Air,9/18/24,"Delivery, Refund",     best purchase
F005643,C005643,1/21/25 17:45,Esha Chatterjee,esha.chatterjee@gmail.com,Srinagar,Suggestion,Positive,"बहुत खराब service, improve करो।",0.06,5,Dove Shampoo,9/19/24,"Pricing, Usability",  service improve 
